text,intent,style,length_bucket,split,text_clean
hizmet dökümü belgesi nerde çıkıyo,service_record_query,normal,orta,test,hizmet dökümü belgesi nerde çıkıyo
sgk sisteminde kayıtlı tüm çalışma geçmişimi ve hangi işyerlerinde kaç gün çalıştığımı gösteren belgeyi almak istiyorum,service_record_query,günlük,uzun,test,sgk sisteminde kayıtlı tüm çalışma geçmişimi ve hangi işyerlerinde kaç gün çalıştığımı gösteren belgeyi almak istiyorum
borç kontrolü yap,sgk_debt_query,normal,kısa,train,borç kontrolü yap
sgk'da birikim yapmış borcum var mı,sgk_debt_query,günlük,orta,train,sgk da birikim yapmış borcum var mı
ödenmemiş sgk borcum olup olmadığını sorgulamak istiyorum,sgk_debt_query,günlük,orta,train,ödenmemiş sgk borcum olup olmadığını sorgulamak istiyorum
su an uzerime herhangi bir sgk prim borcu cikip cikmadigini kontrol etmek istiyorum,sgk_debt_query,bozuk,uzun,train,su an uzerime herhangi bir sgk prim borcu cikip cikmadigini kontrol etmek istiyorum
sgk'ya borcum var mı acaba,sgk_debt_query,normal,orta,train,sgk ya borcum var mı acaba
edevlet uzerinden sgk borc sorgulama islemini nasil yapabilecegimi bilmiyorum,sgk_debt_query,bozuk,uzun,train,edevlet uzerinden sgk borc sorgulama islemini nasil yapabilecegimi bilmiyorum
SGK'ya olan borcumu sorgulamak istiyorum,sgk_debt_query,normal,orta,train,sgk ya olan borcumu sorgulamak istiyorum
sgk borcum var mı,sgk_debt_query,normal,kısa,train,sgk borcum var mı
sigorta primlerimin eksiksiz ödenip ödenmediğini ve borcum olup olmadığını öğrenmek istiyom,sgk_debt_query,günlük,uzun,train,sigorta primlerimin eksiksiz ödenip ödenmediğini ve borcum olup olmadığını öğrenmek istiyom
sgk borç durumumu öğrenmek istiyorum,sgk_debt_query,normal,uzun,train,sgk borç durumumu öğrenmek istiyorum
borçlu muyum sgk ya,sgk_debt_query,normal,kısa,train,borçlu muyum sgk ya
işverenimi değiştirdim acaba yeni işyerinden primlerim düzenli yatırılıyor mu yoksa borcum mu birikti,sgk_debt_query,normal,uzun,train,işverenimi değiştirdim acaba yeni işyerinden primlerim düzenli yatırılıyor mu yoksa borcum mu birikti
sigorta borcum birikmiş mi öğrenmek istiyom,sgk_debt_query,günlük,orta,train,sigorta borcum birikmiş mi öğrenmek istiyom
sigorta primleri düzenli yatırılmış mı,sgk_debt_query,normal,orta,train,sigorta primleri düzenli yatırılmış mı
sgk sisteminde benim adıma kayıtlı ödenmemiş bir borç tutarı var mı öğrenmek istiyorum,sgk_debt_query,normal,uzun,train,sgk sisteminde benim adıma kayıtlı ödenmemiş bir borç tutarı var mı öğrenmek istiyorum
sgk borç sorgulama nasıl yapılır,sgk_debt_query,normal,orta,train,sgk borç sorgulama nasıl yapılır
ödenmemiş sgk tutarım var mı,sgk_debt_query,günlük,uzun,train,ödenmemiş sgk tutarım var mı
sgk ya borcum var mi yok mu,sgk_debt_query,bozuk,orta,train,sgk ya borcum var mi yok mu
sgk eksik primim var mi,sgk_debt_query,bozuk,uzun,train,sgk eksik primim var mi
sgk borcumu bi kontrol etsem,sgk_debt_query,normal,uzun,train,sgk borcumu bi kontrol etsem
prim borcum varmı kontrol etsem,sgk_debt_query,normal,orta,train,prim borcum varmı kontrol etsem
sigorta borcum birikmiş mi,sgk_debt_query,normal,uzun,train,sigorta borcum birikmiş mi
sigorta borcu çıkmış mı üstüme,sgk_debt_query,normal,orta,train,sigorta borcu çıkmış mı üstüme
prim borcu sorgusu yapıcam,sgk_debt_query,günlük,kısa,train,prim borcu sorgusu yapıcam
eksik prim ödemem var mı,sgk_debt_query,günlük,uzun,train,eksik prim ödemem var mı
Üzerime SGK borcu çıkmış mı kontrol etmek istiyorum,sgk_debt_query,normal,orta,train,üzerime sgk borcu çıkmış mı kontrol etmek istiyorum
sgk borc sorgula,sgk_debt_query,bozuk,kısa,train,sgk borc sorgula
Prim ödeme borcum olup olmadığını öğrenmek istiyorum,sgk_debt_query,normal,orta,train,prim ödeme borcum olup olmadığını öğrenmek istiyorum
sgk borç ekranına nası girerim,sgk_debt_query,günlük,orta,train,sgk borç ekranına nası girerim
SGK borcum bulunup bulunmadığını öğrenmek istiyorum,sgk_debt_query,normal,orta,train,sgk borcum bulunup bulunmadığını öğrenmek istiyorum
adımda kayıtlı ödenmemiş sgk borcu var mı,sgk_debt_query,normal,orta,train,adımda kayıtlı ödenmemiş sgk borcu var mı
üstüme borç çıkmış mı,sgk_debt_query,normal,kısa,train,üstüme borç çıkmış mı
gss borcum oluşmuş mu kontrol etmek istiyorum,sgk_debt_query,günlük,orta,train,gss borcum oluşmuş mu kontrol etmek istiyorum
sgk borcum var mı öğrenmek istiyorum,sgk_debt_query,normal,orta,train,sgk borcum var mı öğrenmek istiyorum
SGK'ya borcum olup olmadığını nasıl öğrenebilirim,sgk_debt_query,normal,orta,train,sgk ya borcum olup olmadığını nasıl öğrenebilirim
Prim borcum var mı kontrol etmek istiyorum,sgk_debt_query,normal,orta,validation,prim borcum var mı kontrol etmek istiyorum
gecikmis prim borcum bulunuyor mu,sgk_debt_query,bozuk,uzun,validation,gecikmis prim borcum bulunuyor mu
sgk borç durumumu görüntülemek istiyorum,sgk_debt_query,günlük,orta,validation,sgk borç durumumu görüntülemek istiyorum
sgk borcuma nasıl bakabilirim,sgk_debt_query,normal,uzun,validation,sgk borcuma nasıl bakabilirim
sgk borcu birikmiş mi acaba,sgk_debt_query,günlük,uzun,validation,sgk borcu birikmiş mi acaba
prim borcum var mı,sgk_debt_query,normal,uzun,validation,prim borcum var mı
prim borcum gözüküyo mu,sgk_debt_query,normal,kısa,validation,prim borcum gözüküyo mu
Birikmiş prim borcum var mı öğrenmek istiyorum,sgk_debt_query,normal,orta,test,birikmiş prim borcum var mı öğrenmek istiyorum
uzerime borc gozukuyo mu,sgk_debt_query,bozuk,uzun,test,uzerime borc gozukuyo mu
sgk borcum varmı bi bakabilir misin,sgk_debt_query,normal,orta,test,sgk borcum varmı bi bakabilir misin
sigorta borcum olup olmadığını nereden anlayabilirim,sgk_debt_query,normal,orta,test,sigorta borcum olup olmadığını nereden anlayabilirim
borcum cikmis mi sgkda,sgk_debt_query,bozuk,kısa,test,borcum cikmis mi sgkda
borcumu nereden görebilirim,sgk_debt_query,normal,kısa,test,borcumu nereden görebilirim
sigorta borcum ne kadar,sgk_debt_query,normal,kısa,test,sigorta borcum ne kadar
ödenmemiş prim tutarım ne kadar,sgk_debt_query,günlük,orta,test,ödenmemiş prim tutarım ne kadar
işyeri değiştirdim yeni işverenimi primlerimi düzenli yatırıyor mu yoksa üzerime borç birikti mi öğrenmek istiyorum,sgk_debt_query,normal,uzun,train,işyeri değiştirdim yeni işverenimi primlerimi düzenli yatırıyor mu yoksa üzerime borç birikti mi öğrenmek istiyorum
sgk sisteminde adıma kayıtlı ödenmemiş prim borcu bulunup bulunmadığını e-devlet üzerinden nasıl sorgulayabilirim,sgk_debt_query,normal,uzun,train,sgk sisteminde adıma kayıtlı ödenmemiş prim borcu bulunup bulunmadığını e devlet üzerinden nasıl sorgulayabilirim
birkaç aydır primlerim yatırılmadı sanırım sgk'da birikim yapmış borcum olup olmadığını kontrol etmek istiyorum,sgk_debt_query,normal,uzun,train,birkaç aydır primlerim yatırılmadı sanırım sgk da birikim yapmış borcum olup olmadığını kontrol etmek istiyorum
uzun süredir serbest çalışıyorum bağkur primlerimi düzenli ödeyip ödemediğimi ve birikmiş borcum olup olmadığını öğrenmek istiyorum,sgk_debt_query,normal,uzun,train,uzun süredir serbest çalışıyorum bağkur primlerimi düzenli ödeyip ödemediğimi ve birikmiş borcum olup olmadığını öğrenmek istiyorum
son işverenimden ayrıldım o dönemden kalan ödenmemiş sgk prim borcum var mı bunu nasıl öğrenebilirim,sgk_debt_query,normal,uzun,train,son işverenimden ayrıldım o dönemden kalan ödenmemiş sgk prim borcum var mı bunu nasıl öğrenebilirim
20 yıl boyunca farklı şehirlerde ve farklı işyerlerinde çalıştım tüm bu süreçteki sgk hizmet dökümümü tek belgede görmek istiyorum,service_record_query,normal,uzun,train,20 yıl boyunca farklı şehirlerde ve farklı işyerlerinde çalıştım tüm bu süreçteki sgk hizmet dökümümü tek belgede görmek istiyorum
emeklilik başvurusu yapmayı düşünüyorum bunun için sgk'daki tüm çalışma geçmişimi ve hizmet dökümümü resmi olarak almam gerekiyor,service_record_query,normal,uzun,train,emeklilik başvurusu yapmayı düşünüyorum bunun için sgk daki tüm çalışma geçmişimi ve hizmet dökümümü resmi olarak almam gerekiyor
yurt dışında da bir süre çalıştım bu süre sgk'da görünüyor mu ve hizmet dökümümde yer alıyor mu öğrenmek istiyorum,service_record_query,normal,uzun,train,yurt dışında da bir süre çalıştım bu süre sgk da görünüyor mu ve hizmet dökümümde yer alıyor mu öğrenmek istiyorum
birden fazla işverende eş zamanlı çalıştığım dönemler oldu bu dönemler hizmet dökümümde nasıl görünüyor,service_record_query,normal,uzun,train,birden fazla işverende eş zamanlı çalıştığım dönemler oldu bu dönemler hizmet dökümümde nasıl görünüyor
iş başvurusunda bulunduğum şirket sgk hizmet dökümümü istedi bunu e-devlet üzerinden pdf olarak alıp gönderebilir miyim,service_record_query,normal,uzun,train,iş başvurusunda bulunduğum şirket sgk hizmet dökümümü istedi bunu e devlet üzerinden pdf olarak alıp gönderebilir miyim
uzun süredir çalışmıyorum bu süre zarfında sgk kaydımın hâlâ aktif görünüp görünmediğini öğrenmek istiyorum,insurance_status_query,normal,uzun,train,uzun süredir çalışmıyorum bu süre zarfında sgk kaydımın hâlâ aktif görünüp görünmediğini öğrenmek istiyorum
işyeri değişikliği yaptım eski işyerimden çıkışım verildi mi ve yeni işyerimde sigorta girişim yapıldı mı kontrol etmek istiyorum,insurance_status_query,normal,uzun,train,işyeri değişikliği yaptım eski işyerimden çıkışım verildi mi ve yeni işyerimde sigorta girişim yapıldı mı kontrol etmek istiyorum
birkaç aydır ücretsiz izindeyim bu sürede sigortalı statüm devam ediyor mu yoksa kesinti mi oluştu öğrenmek istiyorum,insurance_status_query,normal,uzun,train,birkaç aydır ücretsiz izindeyim bu sürede sigortalı statüm devam ediyor mu yoksa kesinti mi oluştu öğrenmek istiyorum
yeni kurduğum şirkette ortaklık yaptım bu durumda sgk'da nasıl görünüyorum aktif sigortalı mıyım,insurance_status_query,normal,uzun,train,yeni kurduğum şirkette ortaklık yaptım bu durumda sgk da nasıl görünüyorum aktif sigortalı mıyım
yurt dışında çalışmak için izin aldım bu sürede Türkiye'deki sgk kaydım ne durumda aktif mi değil mi,insurance_status_query,normal,uzun,train,yurt dışında çalışmak için izin aldım bu sürede türkiye deki sgk kaydım ne durumda aktif mi değil mi
farklı işyerlerinde aralıklı olarak çalıştım tüm bu dönemlerdeki toplam prim gün sayımın ne kadar olduğunu öğrenmek istiyorum,premium_days_query,normal,uzun,train,farklı işyerlerinde aralıklı olarak çalıştım tüm bu dönemlerdeki toplam prim gün sayımın ne kadar olduğunu öğrenmek istiyorum
20 yıllık çalışma hayatım boyunca biriken toplam prim gün sayımı ve bu günlerin dağılımını görmek istiyorum,premium_days_query,normal,uzun,train,20 yıllık çalışma hayatım boyunca biriken toplam prim gün sayımı ve bu günlerin dağılımını görmek istiyorum
yurt dışında çalıştığım dönemler de dahil olmak üzere sgk'da toplam kaç günlük primim biriktiğini öğrenmek istiyorum,premium_days_query,normal,uzun,train,yurt dışında çalıştığım dönemler de dahil olmak üzere sgk da toplam kaç günlük primim biriktiğini öğrenmek istiyorum
hem 4a hem de bağkur kapsamında çalıştım bu iki statüdeki toplam prim günlerimin ne kadar olduğunu öğrenmek istiyorum,premium_days_query,normal,uzun,train,hem 4a hem de bağkur kapsamında çalıştım bu iki statüdeki toplam prim günlerimin ne kadar olduğunu öğrenmek istiyorum
part-time çalıştığım dönemler de var eksik gün sayılmış mı toplam prim günlerimi ayrıntılı görmek istiyorum,premium_days_query,normal,uzun,train,part time çalıştığım dönemler de var eksik gün sayılmış mı toplam prim günlerimi ayrıntılı görmek istiyorum
hem özel sektörde hem kamuda çalıştım bu iki dönem birlikte değerlendirildiğinde ne zaman emekli olabileceğimi öğrenmek istiyorum,retirement_query,normal,uzun,train,hem özel sektörde hem kamuda çalıştım bu iki dönem birlikte değerlendirildiğinde ne zaman emekli olabileceğimi öğrenmek istiyorum
sgk'ya göre emekli olabilmem için gereken yaşı prim gün sayısını ve sigortalılık süresini tamamlayıp tamamlamadığımı sorgulamak istiyorum,retirement_query,normal,uzun,train,sgk ya göre emekli olabilmem için gereken yaşı prim gün sayısını ve sigortalılık süresini tamamlayıp tamamlamadığımı sorgulamak istiyorum
erken emeklilik için hangi şartları taşıyorum ve normal emeklilikten ne kadar önce emekli olabilirim hesaplamak istiyorum,retirement_query,normal,uzun,train,erken emeklilik için hangi şartları taşıyorum ve normal emeklilikten ne kadar önce emekli olabilirim hesaplamak istiyorum
yurt dışında çalıştığım süreler emeklilik hesabında sayılıyor mu ve bu durum emeklilik tarihimi nasıl etkiliyor,retirement_query,normal,uzun,train,yurt dışında çalıştığım süreler emeklilik hesabında sayılıyor mu ve bu durum emeklilik tarihimi nasıl etkiliyor
isteğe bağlı sigortalı olarak prim ödedim bu dönem emeklilik hesabına katılıyor mu ve toplam ne zaman emekli olurum,retirement_query,normal,uzun,train,isteğe bağlı sigortalı olarak prim ödedim bu dönem emeklilik hesabına katılıyor mu ve toplam ne zaman emekli olurum
işten ayrıldım sgk sağlık güvencemi kaybettim mi yoksa bir süre daha sağlık hizmetlerinden yararlanabilir miyim,health_coverage_query,normal,uzun,train,işten ayrıldım sgk sağlık güvencemi kaybettim mi yoksa bir süre daha sağlık hizmetlerinden yararlanabilir miyim
yeni doğan bebeğim sgk sağlık güvencesinden yararlanabilir mi bunun için hangi işlemleri yapmam gerekiyor,health_coverage_query,normal,uzun,train,yeni doğan bebeğim sgk sağlık güvencesinden yararlanabilir mi bunun için hangi işlemleri yapmam gerekiyor
özel hastanede muayene oldum sgk anlaşması varmış ama sigorta kapsamım tam olarak neyi karşılıyor bilmiyorum,health_coverage_query,normal,uzun,train,özel hastanede muayene oldum sgk anlaşması varmış ama sigorta kapsamım tam olarak neyi karşılıyor bilmiyorum
yurt dışına çıkacağım orada hastalanırsam sgk sağlık güvencemi kullanabilir miyim yoksa ayrıca sigorta yaptırmalı mıyım,health_coverage_query,normal,uzun,train,yurt dışına çıkacağım orada hastalanırsam sgk sağlık güvencemi kullanabilir miyim yoksa ayrıca sigorta yaptırmalı mıyım
uzun süredir işsizim sgk sağlık kapsamım devam ediyor mu yoksa genel sağlık sigortası için ayrıca başvurmam mı gerekiyor,health_coverage_query,normal,uzun,train,uzun süredir işsizim sgk sağlık kapsamım devam ediyor mu yoksa genel sağlık sigortası için ayrıca başvurmam mı gerekiyor
yeni işe başladım işverenimi bugün sgk'ya bildirdi mi yoksa hâlâ eski işyerimde kayıtlı mıyım kontrol etmek istiyorum,employment_status_query,normal,uzun,train,yeni işe başladım işverenimi bugün sgk ya bildirdi mi yoksa hâlâ eski işyerimde kayıtlı mıyım kontrol etmek istiyorum
işten çıkarıldım ama işverenimi sgk'ya çıkış bildirimi vermedi bu durumda ne yapabilirim hukuki haklarım neler,employment_status_query,normal,uzun,train,işten çıkarıldım ama işverenimi sgk ya çıkış bildirimi vermedi bu durumda ne yapabilirim hukuki haklarım neler
birden fazla işyerinde eş zamanlı çalışıyorum her iki işyerinin de sgk bildirimlerini düzgün yapıp yapmadığını kontrol etmek istiyorum,employment_status_query,normal,uzun,train,birden fazla işyerinde eş zamanlı çalışıyorum her iki işyerinin de sgk bildirimlerini düzgün yapıp yapmadığını kontrol etmek istiyorum
stajyer olarak çalışıyorum işyerim beni sgk'ya bildirdi mi ve stajyer olarak hangi haklara sahibim,employment_status_query,normal,uzun,train,stajyer olarak çalışıyorum işyerim beni sgk ya bildirdi mi ve stajyer olarak hangi haklara sahibim
mevsimlik işçi olarak çalıştım sezon bitiminde çıkışım verildi mi ve sigorta kayıtlarım doğru görünüyor mu,employment_status_query,normal,uzun,train,mevsimlik işçi olarak çalıştım sezon bitiminde çıkışım verildi mi ve sigorta kayıtlarım doğru görünüyor mu
banka konut kredisi başvurusu için sgk sigortalılık tescil belgemi ve son üç aylık prim dökümümü istiyor bunları nasıl temin edebilirim,registration_document_query,normal,uzun,train,banka konut kredisi başvurusu için sgk sigortalılık tescil belgemi ve son üç aylık prim dökümümü istiyor bunları nasıl temin edebilirim
yurt dışında çalışma vizesi başvurusu yapıyorum konsolosluk sgk kayıt belgemi İngilizce olarak istiyor böyle bir belge alınabilir mi,registration_document_query,normal,uzun,train,yurt dışında çalışma vizesi başvurusu yapıyorum konsolosluk sgk kayıt belgemi i ngilizce olarak istiyor böyle bir belge alınabilir mi
emeklilik başvurusu için sgk'dan hangi belgeleri almam gerekiyor ve bu belgeleri online olarak temin etmek mümkün mü,registration_document_query,normal,uzun,train,emeklilik başvurusu için sgk dan hangi belgeleri almam gerekiyor ve bu belgeleri online olarak temin etmek mümkün mü
sgk'dan aldığım sigortalılık belgesi üzerinde farklı bilgiler yazdığını fark ettim güncelleme talep edebilir miyim,registration_document_query,normal,uzun,train,sgk dan aldığım sigortalılık belgesi üzerinde farklı bilgiler yazdığını fark ettim güncelleme talep edebilir miyim
kamu kurumuna iş başvurusu yapıyorum sgk hizmet belgesi ve sigortalılık tescil belgesinin her ikisini de e-devletten alabilir miyim,registration_document_query,normal,uzun,train,kamu kurumuna iş başvurusu yapıyorum sgk hizmet belgesi ve sigortalılık tescil belgesinin her ikisini de e devletten alabilir miyim
bağkur primimi üç aydır ödeyemedim geç ödeme cezası uygulanıyor mu ve şimdi ödesem gecikme zammı ne kadar olur,premium_payment_query,normal,uzun,train,bağkur primimi üç aydır ödeyemedim geç ödeme cezası uygulanıyor mu ve şimdi ödesem gecikme zammı ne kadar olur
sgk prim borcumu taksitlendirmek istiyorum kaç taksit seçeneği var ve başvuru için ne yapmam gerekiyor,premium_payment_query,normal,uzun,train,sgk prim borcumu taksitlendirmek istiyorum kaç taksit seçeneği var ve başvuru için ne yapmam gerekiyor
otomatik ödeme talimatı vererek sgk primimin her ay otomatik çekilmesini sağlayabilir miyim nasıl ayarlarım,premium_payment_query,normal,uzun,train,otomatik ödeme talimatı vererek sgk primimin her ay otomatik çekilmesini sağlayabilir miyim nasıl ayarlarım
işverenimi adıma prim yatırmayı geciktiriyor bu durumda kendim ödeme yapabilir miyim ve nasıl bir yol izlemeliyim,premium_payment_query,normal,uzun,train,işverenimi adıma prim yatırmayı geciktiriyor bu durumda kendim ödeme yapabilir miyim ve nasıl bir yol izlemeliyim
yurt dışından sgk prim ödemesi yapabilir miyim hangi ödeme yöntemlerini kullanabilirim,premium_payment_query,normal,uzun,train,yurt dışından sgk prim ödemesi yapabilir miyim hangi ödeme yöntemlerini kullanabilirim
sgk'ya hiç kaydolmadım ilk kez sigortalı olmak istiyorum hangi adımları izlemem ve hangi belgeleri hazırlamam gerekiyor,general_info_query,normal,uzun,train,sgk ya hiç kaydolmadım ilk kez sigortalı olmak istiyorum hangi adımları izlemem ve hangi belgeleri hazırlamam gerekiyor
sgk ile bağkur arasındaki temel farklar nelerdir hangi durumlarda hangisine tabi olunuyor detaylı öğrenmek istiyorum,general_info_query,normal,uzun,train,sgk ile bağkur arasındaki temel farklar nelerdir hangi durumlarda hangisine tabi olunuyor detaylı öğrenmek istiyorum
sgk sisteminde haklarımı öğrenmek istiyorum emeklilik sağlık ve iş kazası gibi konularda ne gibi güvencelerim var,general_info_query,normal,uzun,train,sgk sisteminde haklarımı öğrenmek istiyorum emeklilik sağlık ve iş kazası gibi konularda ne gibi güvencelerim var
yabancı uyruklu biriyim Türkiye'de çalışmak istiyorum sgk'ya kayıt olmam gerekiyor mu ve süreç nasıl işliyor,general_info_query,normal,uzun,train,yabancı uyruklu biriyim türkiye de çalışmak istiyorum sgk ya kayıt olmam gerekiyor mu ve süreç nasıl işliyor
sgk işlemlerini dijital ortamda yapmak istiyorum e-devlet şifresi olmadan hangi işlemleri gerçekleştirebilirim,general_info_query,normal,uzun,train,sgk işlemlerini dijital ortamda yapmak istiyorum e devlet şifresi olmadan hangi işlemleri gerçekleştirebilirim
sigortam yok ama acil durumda hastaneye gitsem sgk karşılar mı,health_coverage_query,bozuk,orta,test,sigortam yok ama acil durumda hastaneye gitsem sgk karşılar mı
işten çıktım artık sigortam yok ilaç alabilir miyim sgk dan,health_coverage_query,bozuk,orta,test,işten çıktım artık sigortam yok ilaç alabilir miyim sgk dan
işe girdim ama sistemde sigorta görünmüyor ne yapmalıyım,insurance_status_query,günlük,orta,test,işe girdim ama sistemde sigorta görünmüyor ne yapmalıyım
sgk'da görünüyorum ama işverenimi beni bildirmedi dedi nasıl olur,insurance_status_query,günlük,uzun,test,sgk da görünüyorum ama işverenimi beni bildirmedi dedi nasıl olur
borcum yok diye biliyordum ama sistemde çıkıyor ne yapmalıyım,sgk_debt_query,günlük,orta,test,borcum yok diye biliyordum ama sistemde çıkıyor ne yapmalıyım
ödedim ama hâlâ borç görünüyor sgk'da neden olabilir,sgk_debt_query,bozuk,orta,test,ödedim ama hâlâ borç görünüyor sgk da neden olabilir
istifa ettim ama sgk'da hâlâ o işyerinde görünüyorum neden,employment_status_query,günlük,orta,test,istifa ettim ama sgk da hâlâ o işyerinde görünüyorum neden
iki işyerinde aynı anda sigortalı görünüyorum bu normal mi,employment_status_query,günlük,orta,test,iki işyerinde aynı anda sigortalı görünüyorum bu normal mi
sgk'da gün sayım eksik görünüyor işverenimi tam bildirmemiş olabilir,premium_days_query,günlük,uzun,test,sgk da gün sayım eksik görünüyor işverenimi tam bildirmemiş olabilir
çalıştığım dönem kayıtlara girmemiş gibi görünüyor günlerim eksik,premium_days_query,günlük,orta,test,çalıştığım dönem kayıtlara girmemiş gibi görünüyor günlerim eksik
sgk belgesindeki bilgiler yanlış düzeltme talep edebilir miyim,registration_document_query,normal,orta,test,sgk belgesindeki bilgiler yanlış düzeltme talep edebilir miyim
e-devletten aldığım sgk belgesi kurum tarafından kabul edilmedi ne yapmalıyım,registration_document_query,normal,uzun,test,e devletten aldığım sgk belgesi kurum tarafından kabul edilmedi ne yapmalıyım
ödeme yaptım ama sgk sistemine düşmemiş ne yapmalıyım,premium_payment_query,günlük,orta,test,ödeme yaptım ama sgk sistemine düşmemiş ne yapmalıyım
yanlış hesaba sgk ödemesi yaptım geri alabilir miyim,premium_payment_query,günlük,orta,test,yanlış hesaba sgk ödemesi yaptım geri alabilir miyim
emekliliğime az kaldı ama primim eksik çıkıyor tamamlama yapabilir miyim,retirement_query,normal,uzun,test,emekliliğime az kaldı ama primim eksik çıkıyor tamamlama yapabilir miyim
erken emeklilik için başvurdum reddedildi itiraz edebilir miyim,retirement_query,normal,orta,test,erken emeklilik için başvurdum reddedildi itiraz edebilir miyim
yeşil karttan sgk'ya geçiş yaptım sağlık hakkım başladı mı henüz,health_coverage_query,normal,uzun,test,yeşil karttan sgk ya geçiş yaptım sağlık hakkım başladı mı henüz
sgk şifremi unuttum ve e-devlet erişimim yok nasıl giriş yapabilirim,general_info_query,normal,orta,test,sgk şifremi unuttum ve e devlet erişimim yok nasıl giriş yapabilirim
vefat eden eşimin sgk haklarından yararlanabilir miyim survivor hakları neler,general_info_query,normal,uzun,test,vefat eden eşimin sgk haklarından yararlanabilir miyim survivor hakları neler
sgk'da yeterli prim günüme ulaşıp ulaşmadığımı öğrenmek istiyorum,premium_days_query,normal,orta,test,sgk da yeterli prim günüme ulaşıp ulaşmadığımı öğrenmek istiyorum
emekliliğe hak kazanmak için kaç gün daha primim olması lazım,retirement_query,normal,orta,test,emekliliğe hak kazanmak için kaç gün daha primim olması lazım
sgk'da aktif görünüyorum ama sağlık hizmetine erişemiyorum neden,insurance_status_query,günlük,orta,test,sgk da aktif görünüyorum ama sağlık hizmetine erişemiyorum neden
prim borcum var mı yok mu bunu netleştirmem gerekiyor,sgk_debt_query,normal,orta,test,prim borcum var mı yok mu bunu netleştirmem gerekiyor
borcum çıktı hemen ödemek istiyorum en hızlı yol hangisi,premium_payment_query,bozuk,orta,test,borcum çıktı hemen ödemek istiyorum en hızlı yol hangisi
hizmet dökümümde yanlış işyeri görünüyor düzeltilebilir mi,service_record_query,normal,orta,test,hizmet dökümümde yanlış işyeri görünüyor düzeltilebilir mi
yeni iş yerindeki girişim yapıldı mı yoksa hâlâ eskide mi görünüyorum,employment_status_query,günlük,orta,test,yeni iş yerindeki girişim yapıldı mı yoksa hâlâ eskide mi görünüyorum
sgk belgesi mi hizmet dökümü mü istendi tam emin değilim ikisini de alayım,registration_document_query,bozuk,uzun,test,sgk belgesi mi hizmet dökümü mü istendi tam emin değilim ikisini de alayım
sgk işlemlerini şubeden mi yapmam lazım yoksa online da olur mu,general_info_query,günlük,orta,test,sgk işlemlerini şubeden mi yapmam lazım yoksa online da olur mu
sgk'dan çalışma geçmişimi gösteren resmi belgeyi e-devlet üzerinden alabilir miyim,service_record_query,normal,orta,train,sgk dan çalışma geçmişimi gösteren resmi belgeyi e devlet üzerinden alabilir miyim
hangi işyerlerinde çalıştığımı ve bu işyerlerindeki çalışma sürelerimi sgk'dan sorgulayabilir miyim,service_record_query,normal,uzun,train,hangi işyerlerinde çalıştığımı ve bu işyerlerindeki çalışma sürelerimi sgk dan sorgulayabilir miyim
patronum beni sgk ya bildirdi mi,employment_status_query,günlük,orta,train,patronum beni sgk ya bildirdi mi
işe başladım sigorta girişim var mı,employment_status_query,günlük,orta,train,işe başladım sigorta girişim var mı
eski işyerimden çıkışım verildi mi,employment_status_query,günlük,orta,train,eski işyerimden çıkışım verildi mi
yeni işimde sgk kaydım açıldı mı,employment_status_query,günlük,orta,train,yeni işimde sgk kaydım açıldı mı
çıkışım yapılmış mı sgk da,employment_status_query,günlük,kısa,train,çıkışım yapılmış mı sgk da
işverenimi sgk ya bildirdi mi,employment_status_query,günlük,orta,train,işverenimi sgk ya bildirdi mi
giriş çıkışlarım doğru mu sgk da,employment_status_query,günlük,orta,train,giriş çıkışlarım doğru mu sgk da
patronum sgk ya bildirdimi beni,employment_status_query,bozuk,orta,train,patronum sgk ya bildirdimi beni
ise girisim yapılmışmı,employment_status_query,bozuk,kısa,train,ise girisim yapılmışmı
cıkısım verilmiş mi sgk ya,employment_status_query,bozuk,orta,train,cıkısım verilmiş mi sgk ya
sgk ya girisim yapılmış mı bi bakabilirmisin,employment_status_query,bozuk,uzun,train,sgk ya girisim yapılmış mı bi bakabilirmisin
yeni iste sgk kaydım acıldımı,employment_status_query,bozuk,orta,train,yeni iste sgk kaydım acıldımı
ise giris kaydım olusmussmu,employment_status_query,bozuk,kısa,train,ise giris kaydım olusmussmu
işe başlangıç tarihimin sgk sistemine yansıyıp yansımadığını öğrenmek istiyorum,employment_status_query,normal,uzun,train,işe başlangıç tarihimin sgk sistemine yansıyıp yansımadığını öğrenmek istiyorum
yeni işyerimde sgk giriş bildirimi yapılmış mı,employment_status_query,normal,orta,train,yeni işyerimde sgk giriş bildirimi yapılmış mı
iş akdi sona erdi çıkış bildirimi yapıldı mı,employment_status_query,normal,orta,train,iş akdi sona erdi çıkış bildirimi yapıldı mı
işten ayrılışımın sgk a bildirilip bildirilmediğini sorgulamak istiyorum,employment_status_query,normal,uzun,train,işten ayrılışımın sgk a bildirilip bildirilmediğini sorgulamak istiyorum
sgk işe giriş tarihim doğru görünüyor mu,employment_status_query,normal,orta,train,sgk işe giriş tarihim doğru görünüyor mu
mevcut işyerimde sigorta başlangıç kaydım oluştu mu,employment_status_query,normal,uzun,train,mevcut işyerimde sigorta başlangıç kaydım oluştu mu
